ANO,NÚMERO DA REGIONAL,REGIONAL,CÓDIGO INEP,ESCOLA,QUANTIDADE DE ESTUDANTES,LOGRADOURO,NÚMERO,BAIRRO,MUNICÍPIO,ESTADO,ENDEREÇO,LATITUDE,LONGITUDE,CIÊNCIAS HUMANAS,LINGUAGENS E CÓDIGOS,CIÊNCIAS DA NATUREZA,MATEMÁTICA,REDAÇÃO,MÉDIA GERAL,COMPETÊNCIA 1,COMPETÊNCIA 2,COMPETÊNCIA 3,COMPETÊNCIA 4,COMPETÊNCIA 5
2024,12,SRE MONTES CLAROS,31081540,EE PROFESSORA DILMA QUADROS,96,RUA DIVINO ESPIRITO SANTO,290,PLANALTO,MONTES CLAROS,MG,"RUA DIVINO ESPIRITO SANTO, 290, PLANALTO, MONTES CLAROS, MG","-16,6930567","-43,8387168","509,35","526,44","471,61","496,37","652,2","531,19","123,66","152,68","123,41","133,66","118,78"
2024,#N/A,#N/A,31081582,#N/A,27,#N/A,#N/A,#N/A,#N/A,MG,#N/A,#N/A,#N/A,"450,09","492,89","479,85","472,57","509,52","480,98","102,86","118,1","92,38","104,76","91,43"
2024,12,SRE MONTES CLAROS,31081591,EE ELOY PEREIRA,91,AV DR JOAO LUIZ DE ALMEIDA,60,VILA GUILHERMINA,MONTES CLAROS,MG,"AV DR JOAO LUIZ DE ALMEIDA, 60, VILA GUILHERMINA, MONTES CLAROS, MG",#N/A,#N/A,"511,18","522,73","458,53","506,38","617,18","523,2","121,79","143,33","116,41","125,64",110
2024,12,SRE MONTES CLAROS,31081604,EE CORONEL FILOMENO RIBEIRO,16,PCA DOM LUIZ VICTOR SARTORI,463,ALTO SAO JOAO,MONTES CLAROS,MG,"PCA DOM LUIZ VICTOR SARTORI, 463, ALTO SAO JOAO, MONTES CLAROS, MG","-16,738282","-43,838356","408,53","482,48","418,59","433,68","478,67","444,39","101,33",116,"89,33",100,72
2024,12,SRE MONTES CLAROS,31081612,EE FELICIO PEREIRA DE ARAUJO,34,R BANDEIRANTES,475,SUMARE,MONTES CLAROS,MG,"R BANDEIRANTES, 475, SUMARE, MONTES CLAROS, MG","-16,7402713","-43,8554925","496,86","525,17","467,66","479,69","643,45","522,57","122,76","147,59","123,45","131,03","118,62"
2024,12,SRE MONTES CLAROS,31081639,EE FRANCISCO PERES,33,R CEARENSE,47,SAO GERALDO II,MONTES CLAROS,MG,"R CEARENSE, 47, SAO GERALDO II, MONTES CLAROS, MG","-16,7921505","-43,8861874","513,53","522,03","495,17","507,83","653,33","538,38","125,83","148,33","121,67","130,83","126,67"
2024,12,SRE MONTES CLAROS,31081698,EE IRMA BEATA,66,R DORITA VERSIANI,100,JD BRASIL,MONTES CLAROS,MG,"R DORITA VERSIANI, 100, JD BRASIL, MONTES CLAROS, MG","-16,6974784","-43,8682177","485,05","518,52","469,12","485,77",610,"513,69","120,87","144,78","112,17","127,83","104,35"
2024,12,SRE MONTES CLAROS,31081736,EE JOAO DE FREITAS NETO,77,AV CEL LOPINHO,132,MORADA DO PARQUE,MONTES CLAROS,MG,"AV CEL LOPINHO, 132, MORADA DO PARQUE, MONTES CLAROS, MG","-16,7573128","-43,8858","507,41","525,14","484,77","500,79","598,84","523,39","115,07","144,35","117,97","121,16","100,29"
2024,12,SRE MONTES CLAROS,31081744,EE DEPUTADO ESTEVES RODRIGUES,28,AV JOAO XXIII,2897,VILA AUREA,MONTES CLAROS,MG,"AV JOAO XXIII, 2897, VILA AUREA, MONTES CLAROS, MG",,,"467,81","511,21","492,88","475,5","570,67","503,61",112,"138,67",112,"117,33","90,67"
2024,12,SRE MONTES CLAROS,31081752,EE MONSENHOR GUSTAVO,20,R MONTE SINAI,595,STO INACIO,MONTES CLAROS,MG,"R MONTE SINAI, 595, STO INACIO, MONTES CLAROS, MG","-16,7595376","-43,850751","483,88","491,12","464,83","469,98","591,25","500,21","111,25","133,75","112,5","128,75",105
2024,12,SRE MONTES CLAROS,31081761,EE ANTONIO CANELA,18,AV N SRA DE FATIMA,2239,SAO GERALDO,MONTES CLAROS,MG,"AV N SRA DE FATIMA, 2239, SAO GERALDO, MONTES CLAROS, MG","-16,7585341","-43,8763234","477,64","499,14",440,"435,56","512,86","473,04","107,14","124,29",100,"105,71","75,71"
2024,12,SRE MONTES CLAROS,31081795,EE PROFESSOR ALCIDES DE CARVALHO,208,AV JUAREZ NUNES,0,JD SAO LUIZ,MONTES CLAROS,MG,"AV JUAREZ NUNES, 0, JD SAO LUIZ, MONTES CLAROS, MG","-16,7275207","-43,8773519","535,35","540,95","486,5","539,45","694,57","559,36","131,96","159,3","129,85","142,91","130,55"
2024,12,SRE MONTES CLAROS,31081809,EE PROFESSORA DULCE SARMENTO,25,AV CULA MANGABEIRA,1008,STO EXPEDITO,MONTES CLAROS,MG,"AV CULA MANGABEIRA, 1008, STO EXPEDITO, MONTES CLAROS, MG","-16,7376647","-43,8718818","480,09","504,81","476,31","481,43",466,"481,73",94,115,87,96,74
2024,12,SRE MONTES CLAROS,31081841,EE PROFESSORA MARILDA DE OLIVEIRA,23,RUA PROFESSORAA TEREZINHA DE JESUS OLIVEIRA,0,,MONTES CLAROS,MG,"RUA PROFESSORAA TEREZINHA DE JESUS OLIVEIRA, 0, , MONTES CLAROS, MG","-16,5830257","-43,9388617","488,19","510,16","466,78","466,92","604,21","507,25","116,84",140,"114,74","123,16","109,47"
2024,46,SRE PIRAPORA,31081892,EE CORONEL RAMOS,37,RUA DOUTOR DUQUE,291,BOM JESUS,PIRAPORA,MG,"RUA DOUTOR DUQUE, 291, BOM JESUS, PIRAPORA, MG","-17,3576381","-44,9443294","479,89","505,44","454,07","476,43","575,43","498,25","112,57","134,29",108,"114,29","106,29"
2024,46,SRE PIRAPORA,31081906,EE PROFESSORA ANESIA GONCALVES LONGUINHO,12,RUA RAIMUNDO NASCIMENTO,432,SANTOS DUMONT,PIRAPORA,MG,"RUA RAIMUNDO NASCIMENTO, 432, SANTOS DUMONT, PIRAPORA, MG","-17,3440904","-44,9316472","467,68","523,85","407,7","460,67",530,"477,98",110,140,105,110,65
2024,46,SRE PIRAPORA,31081922,EE FERNAO DIAS,71,AVENIDA COMANDANTE SANTIAGO DANTAS,1,CENTRO,PIRAPORA,MG,"AVENIDA COMANDANTE SANTIAGO DANTAS, 1, CENTRO, PIRAPORA, MG","-17,3529511","-44,9464273","495,29","513,85","471,21","496,78","590,16","513,46","111,75","139,37","115,24","121,9","101,9"
2024,46,SRE PIRAPORA,31081931,EE JOSE NATALINO BOAVENTURA LEITE,12,PRACA JK,30,SANTOS DUMONT,PIRAPORA,MG,"PRACA JK, 30, SANTOS DUMONT, PIRAPORA, MG","-17,3428069","-44,9303465","463,17","475,37","462,77","445,91","508,57","471,16","108,57","117,14","102,86",100,80
2024,46,SRE PIRAPORA,31081949,EE LUIZ BALBINO,41,RUA SANTA CATARINA,1156,SANTOS DUMONT,PIRAPORA,MG,"RUA SANTA CATARINA, 1156, SANTOS DUMONT, PIRAPORA, MG","-17,3421571","-44,9391058","474,17","504,14","455,44","473,49","557,24","492,9","106,9","142,07","102,07","112,41","93,79"
2024,46,SRE PIRAPORA,31081973,EE DO BAIRRO CIDADE JARDIM,16,AVENIDA ITACOLOMI,183,CIDADE JARDIM,PIRAPORA,MG,"AVENIDA ITACOLOMI, 183, CIDADE JARDIM, PIRAPORA, MG","-17,3498287","-44,923293","437,63","475,91","456,16","490,28","478,57","467,71",100,"115,71",90,"102,86",70
2024,46,SRE PIRAPORA,31082007,EE ARGELCE CARVALHO SANTOS DA MOTA,33,AVENIDA ALCIDES OLIVEIRA ROSA,636,NOVA PIRAPORA,PIRAPORA,MG,"AVENIDA ALCIDES OLIVEIRA ROSA, 636, NOVA PIRAPORA, PIRAPORA, MG","-17,33407","-44,919589","446,53","515,86","475,02","472,61","506,36","483,28","105,45","125,45","98,18","106,36","70,91"
2024,#N/A,#N/A,31082015,#N/A,18,#N/A,#N/A,#N/A,#N/A,MG,#N/A,#N/A,#N/A,"448,82","462,96","476,77","442,87","411,11","448,51","86,67",100,"82,22","82,22",60
2024,44,SRE JANAUBA,31082040,EE ANTONIO SANTOS,18,PRACA DA MATRIZ,660,,PORTEIRINHA,MG,"PRACA DA MATRIZ, 660, , PORTEIRINHA, MG","-15,6392201","-42,9523679","504,36","529,89","482,83","479,54","628,57","525,04","121,43","141,43",120,"135,71",110
2024,44,SRE JANAUBA,31082074,EE MIGUEL JOSE DA CUNHA,129,RUA ZANOTTE BEZERRA,186,CENTRO,PORTEIRINHA,MG,"RUA ZANOTTE BEZERRA, 186, CENTRO, PORTEIRINHA, MG","-15,7407932","-43,0255432","485,63","495,68","452,39","486,66","603,52","504,78","116,67","138,15","117,41","124,81","106,48"
2024,44,SRE JANAUBA,31082104,EE INSPETOR LUIZ PEDRO,23,AV DAS CAZUARINAS,46,COLONIZACAO III,NOVA PORTEIRINHA,MG,"AV DAS CAZUARINAS, 46, COLONIZACAO III, NOVA PORTEIRINHA, MG",#N/A,#N/A,"457,05","491,79","435,14","512,73","555,29","490,4","115,29","130,59","110,59","112,94","85,88"
2024,44,SRE JANAUBA,31082112,EE ANTONIO MENDES DA SILVA,34,AVENIDA DARIO CASTOR DOS SANTOS,0,,PORTEIRINHA,MG,"AVENIDA DARIO CASTOR DOS SANTOS, 0, , PORTEIRINHA, MG","-15,8532448","-43,0620062","454,18","481,96","445,04","468,61","570,43","484,04","108,7","129,57","108,7","125,22","98,26"
2024,44,SRE JANAUBA,31082121,EE ANANIAS ALVES,25,RUA MINELVINO GONCALVES PEREIRA,161,CENTRO,SERRANÓPOLIS DE MINAS,MG,"RUA MINELVINO GONCALVES PEREIRA, 161, CENTRO, SERRANÓPOLIS DE MINAS, MG","-15,8114497","-42,8709833","469,92","510,08","446,1","481,4","574,29","496,36","115,24","135,24","107,62","121,9","94,29"
2024,44,SRE JANAUBA,31082147,EE SANTOS DUMONT,32,AV JUSTINO ROMAO BATISTA,130,CENTRO,PAI PEDRO,MG,"AV JUSTINO ROMAO BATISTA, 130, CENTRO, PAI PEDRO, MG",#N/A,#N/A,"476,06","476,34","435,06","492,29","636,36","503,22","116,36","149,09","119,09","132,73","119,09"
2024,44,SRE JANAUBA,31082155,EE DOUTOR ROCKERT,10,PRACA DA MATRIZ,77,,PORTEIRINHA,MG,"PRACA DA MATRIZ, 77, , PORTEIRINHA, MG","-15,6391883","-42,952353","462,91","505,65","440,34","466,57",635,"502,09",115,145,115,125,135
2024,44,SRE JANAUBA,31082171,EE EDISTON ALVES DE SOUZA,51,R AUGUSTO ALVES,581,CENTRO,RIACHO DOS MACHADOS,MG,"R AUGUSTO ALVES, 581, CENTRO, RIACHO DOS MACHADOS, MG","-16,0048971","-43,0430248","442,14","470,71","431,42","458,49","606,19","481,79","112,38","139,05","116,19",130,"108,57"
2024,44,SRE JANAUBA,31082236,EE DO POVOADO DE NOVA AURORA,32,RUA SALINAS,287,POVOADO DE NOVA AURORA,RIO PARDO DE MINAS,MG,"RUA SALINAS, 287, POVOADO DE NOVA AURORA, RIO PARDO DE MINAS, MG","-15,6201041","-42,5448986","491,43","512,78","449,6","527,69","678,18","531,94","126,36",150,"130,91","141,82","129,09"
2024,43,SRE ARACUAI,31082252,EE JOAO CALDEIRA,13,RUA TAIOBEIRAS,0,,INDAIABIRA,MG,"RUA TAIOBEIRAS, 0, , INDAIABIRA, MG","-15,4925785","-42,1969812","510,3","499,4","449,8","466,86",612,"507,67",120,142,116,138,96
2024,43,SRE ARACUAI,31082261,EE JOAQUIM VIEIRA,30,R PROF JOSE MIGDONIO,90,CENTRO,INDAIABIRA,MG,"R PROF JOSE MIGDONIO, 90, CENTRO, INDAIABIRA, MG","-15,4912501","-42,1993392","442,38","463,77","450,01","472,85","496,92","465,19","83,08","114,62","91,54","102,31","105,38"
2024,44,SRE JANAUBA,31082295,EE EDSON ALVES PEREIRA,69,R JAIME DAVID MIRANDA,199,CENTRO,MONTEZUMA,MG,"R JAIME DAVID MIRANDA, 199, CENTRO, MONTEZUMA, MG","-15,1696436","-42,5009496","483,35","511,74","450,92","490,84","622,86","511,94",116,144,"114,86",128,120
2024,44,SRE JANAUBA,31082325,EE PREFEITO ODILIO FERNANDES COSTA,58,PCA SETE DE SETEMBRO,84,,SANTO ANTÔNIO DO RETIRO,MG,"PCA SETE DE SETEMBRO, 84, , SANTO ANTÔNIO DO RETIRO, MG","-15,3416523","-42,6229286","466,35","496,48","451,36","462,4","608,21","496,96","113,33","141,54","111,79","128,21","113,33"
2024,44,SRE JANAUBA,31082333,EE NORBERTO DE ALMEIDA ROCHA,35,FAZ APOSTOLO SIMAO,0,,RIO PARDO DE MINAS,MG,"FAZ APOSTOLO SIMAO, 0, , RIO PARDO DE MINAS, MG","-15,722958","-42,4267438","481,33","496,75","452,49","488,68",572,"498,25","105,6","128,8","112,8","123,2","101,6"
2024,12,SRE MONTES CLAROS,31082384,EE JOAO DIAS DE AMORIM,38,RUA DOS ESPORTES,255,ALTA FLORESTA,VARGEM GRANDE DO RIO PARDO,MG,"RUA DOS ESPORTES, 255, ALTA FLORESTA, VARGEM GRANDE DO RIO PARDO, MG","-15,4051495","-42,3127927","473,31","489,42","460,89","502,56","613,55","507,95","116,77",140,"118,71","127,1","110,97"
2024,43,SRE ARACUAI,31082414,EE LEONIDAS ALVES RIBEIRO,25,AV MIGUEL ALMEIDA,23,CENTRO,RUBELITA,MG,"AV MIGUEL ALMEIDA, 23, CENTRO, RUBELITA, MG","-16,40835","-42,262117","436,76","454,36","444,08","465,04",471,"454,25",96,109,91,93,82
2024,43,SRE ARACUAI,31082422,EE DO POVOADO LAGOA DE BAIXO,17,RUA SALINAS,S/N,,RUBELITA,MG,"RUA SALINAS, S/N, , RUBELITA, MG","-16,3453333","-42,0058905","481,39","465,08","475,39","472,8",470,"472,93","88,33",110,"98,33",100,"73,33"
2024,43,SRE ARACUAI,31082457,EE CORONEL IDALINO RIBEIRO,103,RUA PADRE SALUSTIANO,333,CENTRO,SALINAS,MG,"RUA PADRE SALUSTIANO, 333, CENTRO, SALINAS, MG","-16,1711945","-42,2934057","456,72","485,08","453,85","482,46","502,13","476,05","100,27","116,27","96,53","103,2","85,87"
2024,43,SRE ARACUAI,31082490,EE PROFESSOR LEVINDO LAMBERT,76,RUA SAFIRA,282,PROGRESSO,SALINAS,MG,"RUA SAFIRA, 282, PROGRESSO, SALINAS, MG","-16,1599659","-42,2910534","461,18","477,79","461,25","474,37","507,88","476,49","103,33","124,85","96,06","102,73","80,91"
2024,43,SRE ARACUAI,31082511,EE ANIBAL GONCALVES DAS NEVES,39,R JOAO SELVANO DE OLIVEIRA,273,CENTRO,FRUTA DE LEITE,MG,"R JOAO SELVANO DE OLIVEIRA, 273, CENTRO, FRUTA DE LEITE, MG","-16,1161174","-42,526767","471,5","481,18","445,5","454,36","461,67","462,84","88,33","113,33","84,17","98,33","77,5"
2024,43,SRE ARACUAI,31082554,EE MANOEL PEDRO SILVA,17,RUA SABINO DIAS BRITO,48,NOVA MATRONA,SALINAS,MG,"RUA SABINO DIAS BRITO, 48, NOVA MATRONA, SALINAS, MG","-15,9585748","-42,2962648","461,36","479,46","436,88","458,62","427,5","452,76",80,"92,5",85,"87,5","82,5"
2024,43,SRE ARACUAI,31082571,EE TENENTE FELISMINO HENRIQUES DE SOUZA,41,PCA BONFIM,123,CENTRO,SANTA CRUZ DE SALINAS,MG,"PCA BONFIM, 123, CENTRO, SANTA CRUZ DE SALINAS, MG","-16,1009049","-41,748435","427,38","440,5","428,46","452,55","404,38","430,65",90,"96,25","76,25","86,25","55,63"
2024,43,SRE ARACUAI,31082589,EE JOAO BERNARDINO DE SOUZA,34,AV JOAO BERNARDINO DE SOUZA,1333,CENTRO,NOVORIZONTE,MG,"AV JOAO BERNARDINO DE SOUZA, 1333, CENTRO, NOVORIZONTE, MG","-16,0159842","-42,4079099","484,27","505,54","458,28","473,61","632,86","510,91","126,43","147,86","121,43","132,14",105
2024,46,SRE PIRAPORA,31082597,EE CARMELA DUTRA,35,R RUI DA SILVA REIS,323,CENTRO,SANTA FÉ DE MINAS,MG,"R RUI DA SILVA REIS, 323, CENTRO, SANTA FÉ DE MINAS, MG","-16,6897883","-45,4134551",430,"467,09","433,6","456,14","572,5","471,87","112,5","138,33","106,67","120,83","94,17"
2024,12,SRE MONTES CLAROS,31082635,EE PROFESSORA FILOMENA FIALHO,87,RUA FRANCELINO QUEIROZ,1144,SAO GERALDO,SÃO JOÃO DA PONTE,MG,"RUA FRANCELINO QUEIROZ, 1144, SAO GERALDO, SÃO JOÃO DA PONTE, MG","-15,9262598","-44,0092529","461,97","488,19","447,13","473,74","597,87","493,78","117,87","138,13","112,53","126,13","103,2"
2024,12,SRE MONTES CLAROS,31082660,EE PROFESSORA MARIA EDUARDA VERSIANE MAIA,29,RUA PRINCIPAL,0,CENTRO,SÃO JOÃO DA PONTE,MG,"RUA PRINCIPAL, 0, CENTRO, SÃO JOÃO DA PONTE, MG","-15,928472","-44,0073068","434,86","469,56","424,89","447,52","496,67","454,7","103,33","121,11","88,89","112,22","71,11"
2024,12,SRE MONTES CLAROS,31082678,EE GUIMARAES ROSA,73,AV MONTES CLAROS,445,CENTRO,LONTRA,MG,"AV MONTES CLAROS, 445, CENTRO, LONTRA, MG","-15,907907","-44,3045929","458,63","490,53","461,44","475,3","594,24","496,03","118,18","135,76","108,48","125,15","106,67"
2024,12,SRE MONTES CLAROS,31082686,EE MARIA BELTRAO DE ALMEIDA,12,RUA VARZELANDIA,0,,SÃO JOÃO DA PONTE,MG,"RUA VARZELANDIA, 0, , SÃO JOÃO DA PONTE, MG","-15,9292709","-44,0117973","437,88","471,78","424,08","461,58",500,"459,06","98,33",115,"91,67","103,33","91,67"
2024,12,SRE MONTES CLAROS,31082732,EE MENDES DE OLIVEIRA,144,R ANTONIO CAPUCHINHO,339,CENTRO,SÃO JOÃO DO PARAÍSO,MG,"R ANTONIO CAPUCHINHO, 339, CENTRO, SÃO JOÃO DO PARAÍSO, MG","-15,3192196","-42,0169109","499,63","515,23","479,97","550,01","638,26","536,62","120,87","142,61","118,43","133,91","122,43"
2024,43,SRE ARACUAI,31082759,EE DE NINHEIRA,25,AV DOMINGOS JOSE DE MATOS,323,CENTRO,NINHEIRA,MG,"AV DOMINGOS JOSE DE MATOS, 323, CENTRO, NINHEIRA, MG","-15,3187697","-41,7573704","482,59","508,62","481,22","523,44",643,"527,77",122,145,121,136,119
2024,46,SRE PIRAPORA,31082767,EE AFONSO ARINOS,81,R ANTONIO JOSE BALBINO,56,CENTRO,SÃO ROMÃO,MG,"R ANTONIO JOSE BALBINO, 56, CENTRO, SÃO ROMÃO, MG","-16,3651779","-45,0665565","444,68","474,81","436,04","459,44","500,75","463,14","103,4",120,"97,74","108,68","70,94"
2024,47,SRE UNAI,31082791,EE JOSE DE ALENCAR,45,R RUI BARBOSA,513,CENTRO,RIACHINHO,MG,"R RUI BARBOSA, 513, CENTRO, RIACHINHO, MG","-16,2201978","-46,0017932","418,53","461,59","427,69","438,91","516,52","452,65","108,7","127,83","100,87","111,3","67,83"
2024,43,SRE ARACUAI,31082856,EE OSWALDO LUCAS MENDES,194,AV AMAZONAS,164,CENTRO,TAIOBEIRAS,MG,"AV AMAZONAS, 164, CENTRO, TAIOBEIRAS, MG","-15,8140731","-42,2268803","503,83","516,68","460,3","514,65","671,39","533,37","124,23","152,85","123,65","139,12","131,53"
2024,43,SRE ARACUAI,31082864,EE DOUTOR JOSE AMERICANO MENDES,27,R CAICARA,301,VILA FORMOSA,TAIOBEIRAS,MG,"R CAICARA, 301, VILA FORMOSA, TAIOBEIRAS, MG","-15,8065951","-42,2318988","472,64","495,31","446,1","466,21",590,"494,05","108,75","141,25","103,75","118,75","117,5"
2024,43,SRE ARACUAI,31082902,EE JOAO ALVARO BAHIA,40,RUA LUIZ OTAVIO FRANCO,140,CENTRO,BERIZAL,MG,"RUA LUIZ OTAVIO FRANCO, 140, CENTRO, BERIZAL, MG","-15,6130496","-41,7415203","441,82","471,93","441,75","448,23","575,38","475,82","108,46","133,08","107,69","123,08","103,08"
2024,46,SRE PIRAPORA,31082953,EE JOSEPH HEIN,49,R ESMERALDA,984,PLANALTO,VÁRZEA DA PALMA,MG,"R ESMERALDA, 984, PLANALTO, VÁRZEA DA PALMA, MG","-17,592789","-44,728927","468,54","503,34","445,32","491,03","585,41","498,73","114,05","138,92","110,81","122,16","99,46"
2024,46,SRE PIRAPORA,31082970,EE EMILIA DE PAULA,101,R PERNAMBUCO,690,CENTRO,VÁRZEA DA PALMA,MG,"R PERNAMBUCO, 690, CENTRO, VÁRZEA DA PALMA, MG","-17,5921493","-44,7331018","493,96","506,94","468,29","531,85","613,56","522,92","118,22","143,56","114,22","128,89","108,67"
2024,44,SRE JANAUBA,31091596,EE JOAQUIM MARCELINO DA CONCEICAO,20,RUA UM,140,DISTRITO DE BOM JESUS,PORTEIRINHA,MG,"RUA UM, 140, DISTRITO DE BOM JESUS, PORTEIRINHA, MG","-15,741151","-43,0280584","467,86","463,93","454,92","447,86",644,"495,71",117,146,120,138,123
2024,43,SRE ARACUAI,31092631,EE RUI BARBOSA,14,RUA SANTO ANTONIO,27,DISTRITO DE AMPARO DO SITIO,RUBELITA,MG,"RUA SANTO ANTONIO, 27, DISTRITO DE AMPARO DO SITIO, RUBELITA, MG","-16,3571389","-41,972074","461,28","476,75","421,98","496,74",620,"495,35",124,146,110,128,112
2024,36,SRE LEOPOLDINA,31096458,EE DOUTOR ALFREDO CASTELO BRANCO,10,RUA OSWALDO LOPES,135,SAO JOSE,ALÉM PARAÍBA,MG,"RUA OSWALDO LOPES, 135, SAO JOSE, ALÉM PARAÍBA, MG","-21,8756357","-42,6796482","442,64","480,28","439,02","435,3",368,"433,05",88,88,80,84,28
2024,36,SRE LEOPOLDINA,31096512,EE SAO JOSE,21,RUA JOSE MERCADANTE,218,PORTO VELHO,ALÉM PARAÍBA,MG,"RUA JOSE MERCADANTE, 218, PORTO VELHO, ALÉM PARAÍBA, MG","-21,887216","-42,704632","446,79","467,18","447,17","462,09","541,11","472,87","97,78","133,33","101,11","112,22","96,67"
2024,36,SRE LEOPOLDINA,31096521,EE SEBASTIAO CERQUEIRA,71,RUA PAULO VIEIRA DE CARVALHO,60,ILHA LAZARETO,ALÉM PARAÍBA,MG,"RUA PAULO VIEIRA DE CARVALHO, 60, ILHA LAZARETO, ALÉM PARAÍBA, MG","-21,8815391","-42,6924905","458,36","494,1","456,24","492,29","566,79","493,56","113,58","139,62","107,55","116,6","89,43"
2024,36,SRE LEOPOLDINA,31096539,EE SANTA RITA,11,RUA RITA COUTO GOMES,0,VILA STA RITA,ALÉM PARAÍBA,MG,"RUA RITA COUTO GOMES, 0, VILA STA RITA, ALÉM PARAÍBA, MG","-21,8677591","-42,701288","484,19","506,21","512,02","523,98","622,86","529,85","117,14","148,57","114,29","131,43","111,43"
2024,36,SRE LEOPOLDINA,31096555,EE BARAO SAO GERALDO,10,PRACA MINISTRO CLOVIS SALGADO,100,,ALÉM PARAÍBA,MG,"PRACA MINISTRO CLOVIS SALGADO, 100, , ALÉM PARAÍBA, MG","-21,7463833","-42,6741117","493,93","486,3","479,84","481,12",635,"515,24",110,135,115,140,135
2024,13,SRE MURIAE,31096695,EE PROFESSOR TOMAS AQUINO PEREIRA,18,RUA FERREIRA E SOUZA,102,CENTRO,BARÃO DO MONTE ALTO,MG,"RUA FERREIRA E SOUZA, 102, CENTRO, BARÃO DO MONTE ALTO, MG","-21,246191","-42,239546","461,81","484,38","446,73","487,96","565,33","489,24","109,33","125,33","106,67",124,100
2024,13,SRE MURIAE,31096709,EE DOMICIANO CERQUEIRA,22,RUA ALVES PEQUENO,118,CENTRO,BARÃO DO MONTE ALTO,MG,"RUA ALVES PEQUENO, 118, CENTRO, BARÃO DO MONTE ALTO, MG","-21,2527069","-42,3142557","429,34","453,98","396,06","490,42",636,"481,16",120,132,116,112,156
2024,40,SRE CARANGOLA,31096750,EE PREFEITO JAYME TOLEDO,26,R MIGUEL TOLEDO,190,CENTRO,CAIANA,MG,"R MIGUEL TOLEDO, 190, CENTRO, CAIANA, MG","-20,6963313","-41,9227341","444,29","477,81","433,15","486,8","541,11","476,63","107,78","125,56","101,11","112,22","94,44"
2024,40,SRE CARANGOLA,31096784,EE PROFESSOR FRANCISCO LENTZ,21,R OSCAR PINHEIRO,160,CENTRO,CAPARAÓ,MG,"R OSCAR PINHEIRO, 160, CENTRO, CAPARAÓ, MG","-20,5232125","-41,9053616","526,76","534,44","467,92","521,49","801,25","570,37","147,5","177,5",150,"161,25",165
2024,40,SRE CARANGOLA,31096792,EE CORONEL AMERICO VESPUCIO CARVALHO,19,R AMERICO VESPUCIO DE CARVALHO,38,,ALTO CAPARAÓ,MG,"R AMERICO VESPUCIO DE CARVALHO, 38, , ALTO CAPARAÓ, MG","-20,5244985","-41,9075355","528,94","525,6","490,1","539,8",580,"532,89","111,11","131,11","111,11",120,"106,67"
2024,40,SRE CARANGOLA,31096938,EE JOAO BELO DE OLIVEIRA,63,RUA DIVINO,0,CENTRO,CARANGOLA,MG,"RUA DIVINO, 0, CENTRO, CARANGOLA, MG","-20,731827","-42,0282246","481,71","516,31","479,23","487,06","647,04","522,27","122,22","149,26","119,26","132,59","123,7"
2024,40,SRE CARANGOLA,31097012,EE EMILIA ESTEVES MARQUES,45,RUA ALTIVO BIBIANO DE SOUZA,300,SANTO ONOFRE,CARANGOLA,MG,"RUA ALTIVO BIBIANO DE SOUZA, 300, SANTO ONOFRE, CARANGOLA, MG","-20,7271796","-42,033601","501,85","515,85","483,05","513,95","601,18","523,18","115,29","147,06","108,82","119,41","110,59"
2024,40,SRE CARANGOLA,31097039,EE NASCIMENTO LEAL,13,PRACA NASCIMENTO LEAL,0,CENTRO,CARANGOLA,MG,"PRACA NASCIMENTO LEAL, 0, CENTRO, CARANGOLA, MG","-20,7267794","-42,1437872","515,24","509,9","495,61","536,45",660,"543,44",130,160,128,136,106
2024,40,SRE CARANGOLA,31097179,EE JOAQUIM BARTHOLOMEU PEDROSA,49,AV MARIA AMELIA DE SOUZA PEDROSA,325,CENTRO,FERVEDOURO,MG,"AV MARIA AMELIA DE SOUZA PEDROSA, 325, CENTRO, FERVEDOURO, MG","-20,730844","-42,279778","484,24","521,47","491,19","507,53","605,81","522,05","110,32","143,23","109,68","123,23","119,35"
2024,40,SRE CARANGOLA,31097241,EE PEDRO DE OLIVEIRA,10,"UNIDADE OPERACIONAL RUA B, 496",,PONTE ALTA DE MINAS,CARANGOLA,MG,"UNIDADE OPERACIONAL RUA B, 496, , PONTE ALTA DE MINAS, CARANGOLA, MG","-20,7053033","-42,2158945","436,3","471,23","422,65","448,3",385,"432,7",75,105,75,75,55
2024,40,SRE CARANGOLA,31097292,EE SAO PEDRO DO GLORIA,13,PCA SILVINO NAZARE,71,CENTRO,FERVEDOURO,MG,"PCA SILVINO NAZARE, 71, CENTRO, FERVEDOURO, MG","-20,7084382","-42,3696591","452,91","490,3","501,2","541,04",512,"499,49",98,122,102,106,84
2024,36,SRE LEOPOLDINA,31097322,EE FRANCISCO INACIO PEIXOTO,74,CHACARA DA PEDREIRA,200,BELA VISTA,CATAGUASES,MG,"CHACARA DA PEDREIRA, 200, BELA VISTA, CATAGUASES, MG","-21,3857134","-42,6868328","480,75","506,72","466,45","470,25","584,59","501,75","114,1","139,34","108,85","121,31","100,98"
2024,36,SRE LEOPOLDINA,31097365,EE MANUEL INACIO PEIXOTO,11,CHACARA DA GRANJARIA,0,GRANJARIA,CATAGUASES,MG,"CHACARA DA GRANJARIA, 0, GRANJARIA, CATAGUASES, MG","-21,383766","-42,7054721","497,99","543,64","495,98","500,93","492,5","506,21",95,"107,5","87,5",95,"107,5"
